Gender,Age,Annual_Income,Income_Type,Employment_Status,Education,Credit_History,Approved
Male,65,34423,State Servant,Unemployed,Academic Degree,Good,1
Female,52,19137,Working,Unemployed,Lower Secondary,Good,0
Male,36,44992,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,29,125540,Pensioner,Employed,Higher Education,Good,1
Female,33,130140,State Servant,Unemployed,Higher Education,Good,1
Male,60,136225,Commercial Associate,Employed,Lower Secondary,Good,1
Male,27,81917,Commercial Associate,Employed,Higher Education,Good,1
Male,42,88690,Working,Unemployed,Academic Degree,Good,1
Female,37,49235,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,48,34122,State Servant,Unemployed,Lower Secondary,Good,0
Male,21,38956,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,61,78879,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,40,73560,Commercial Associate,Employed,Higher Education,Good,1
Male,19,125310,Commercial Associate,Employed,Higher Education,Bad,1
Female,73,170732,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,39,16168,Commercial Associate,Unemployed,Academic Degree,Good,0
Male,68,60124,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,74,161104,Working,Employed,Lower Secondary,Good,1
Male,54,67797,State Servant,Employed,Incomplete Higher,Bad,0
Female,25,50294,Working,Unemployed,Higher Education,Good,1
Male,24,18516,State Servant,Unemployed,Academic Degree,Good,0
Female,31,165823,Pensioner,Employed,Academic Degree,Bad,1
Male,73,45373,Pensioner,Employed,Incomplete Higher,Bad,0
Male,72,137026,Pensioner,Employed,Lower Secondary,Good,1
Female,20,45270,State Servant,Unemployed,Higher Education,Good,1
Male,67,156458,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,33,80184,State Servant,Employed,Academic Degree,Good,1
Female,72,52879,Pensioner,Employed,Incomplete Higher,Bad,0
Male,36,64597,State Servant,Unemployed,Lower Secondary,Good,1
Female,68,18626,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,35,100936,Working,Employed,Higher Education,Bad,0
Female,69,96515,Pensioner,Employed,Academic Degree,Good,1
Female,33,70390,Working,Employed,Higher Education,Good,1
Female,25,162717,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,50,69144,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,66,159454,Working,Unemployed,Secondary / Secondary Special,Bad,0
Female,29,19025,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,70,94380,Commercial Associate,Employed,Academic Degree,Bad,0
Male,28,133910,Working,Employed,Higher Education,Good,1
Female,22,111055,Pensioner,Unemployed,Higher Education,Good,1
Male,44,141189,Working,Employed,Secondary / Secondary Special,Bad,0
Female,29,149515,Pensioner,Unemployed,Academic Degree,Good,1
Female,34,36395,State Servant,Employed,Academic Degree,Bad,0
Male,23,25725,Pensioner,Employed,Incomplete Higher,Good,1
Female,50,48461,State Servant,Employed,Academic Degree,Good,1
Female,22,56115,Working,Employed,Academic Degree,Bad,0
Female,74,125084,State Servant,Unemployed,Higher Education,Good,1
Female,45,98732,Commercial Associate,Unemployed,Academic Degree,Good,0
Male,31,94557,State Servant,Unemployed,Academic Degree,Good,1
Female,22,86260,Pensioner,Employed,Higher Education,Bad,1
Female,71,174762,Pensioner,Unemployed,Academic Degree,Good,1
Female,73,16407,Pensioner,Unemployed,Higher Education,Good,1
Male,50,88568,State Servant,Unemployed,Incomplete Higher,Good,1
Female,67,73560,Pensioner,Employed,Lower Secondary,Bad,0
Male,65,163866,Pensioner,Unemployed,Higher Education,Good,1
Male,58,165953,Commercial Associate,Employed,Higher Education,Good,1
Female,36,106288,State Servant,Employed,Academic Degree,Good,1
Female,39,134020,Commercial Associate,Unemployed,Higher Education,Good,1
Male,22,114301,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,19,29390,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,47,42307,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,64,39502,State Servant,Unemployed,Higher Education,Bad,0
Female,56,37486,Working,Unemployed,Academic Degree,Bad,0
Female,21,126813,Pensioner,Unemployed,Academic Degree,Good,1
Male,50,118920,Pensioner,Employed,Lower Secondary,Good,1
Male,30,97768,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,37,156820,Pensioner,Employed,Academic Degree,Good,1
Male,71,77785,State Servant,Unemployed,Lower Secondary,Good,0
Female,24,91050,Working,Unemployed,Academic Degree,Good,1
Female,32,37738,Working,Unemployed,Lower Secondary,Good,0
Female,40,89231,Working,Employed,Secondary / Secondary Special,Bad,0
Female,31,88606,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,40,56662,Pensioner,Employed,Academic Degree,Good,1
Male,36,133313,Working,Employed,Incomplete Higher,Good,1
Female,71,30123,Working,Unemployed,Higher Education,Good,1
Female,46,171688,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,73,26182,Pensioner,Employed,Incomplete Higher,Good,1
Female,37,105369,Commercial Associate,Employed,Higher Education,Bad,0
Female,46,177403,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,41,41128,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Male,35,46556,Working,Employed,Higher Education,Bad,0
Male,27,167948,State Servant,Employed,Lower Secondary,Good,1
Female,58,155021,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,74,66962,Commercial Associate,Employed,Academic Degree,Good,1
Male,25,105054,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,43,39099,Pensioner,Unemployed,Academic Degree,Bad,0
Female,46,158788,State Servant,Unemployed,Higher Education,Bad,0
Female,27,68144,Working,Unemployed,Academic Degree,Good,0
Male,34,22837,Working,Unemployed,Academic Degree,Good,0
Male,19,165231,Working,Employed,Incomplete Higher,Bad,1
Female,23,140212,Commercial Associate,Employed,Higher Education,Bad,0
Female,22,131680,Pensioner,Unemployed,Academic Degree,Good,1
Male,45,121802,Working,Unemployed,Secondary / Secondary Special,Bad,0
Male,58,117413,Commercial Associate,Employed,Higher Education,Good,1
Female,22,66012,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,35,145193,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,43,163178,Commercial Associate,Employed,Academic Degree,Good,1
Female,37,73123,Working,Employed,Higher Education,Good,1
Male,58,126825,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,66,23720,Working,Employed,Academic Degree,Bad,0
Male,44,167192,Working,Employed,Incomplete Higher,Good,1
Male,66,165862,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,29,73655,Working,Employed,Secondary / Secondary Special,Good,1
Female,24,108448,Pensioner,Unemployed,Lower Secondary,Good,1
Male,20,135507,Pensioner,Employed,Incomplete Higher,Good,1
Male,27,49812,State Servant,Unemployed,Lower Secondary,Good,1
Male,51,64570,Pensioner,Employed,Incomplete Higher,Good,1
Male,42,65901,Working,Unemployed,Secondary / Secondary Special,Good,0
Male,52,75186,Working,Unemployed,Lower Secondary,Good,0
Female,33,137066,Pensioner,Employed,Academic Degree,Good,1
Female,19,143364,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Female,41,51160,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,27,34156,Working,Unemployed,Higher Education,Good,1
Male,55,91208,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,39,164001,State Servant,Unemployed,Incomplete Higher,Good,1
Male,43,110377,State Servant,Employed,Academic Degree,Good,1
Male,60,57863,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,72,80439,Pensioner,Unemployed,Incomplete Higher,Bad,0
Female,56,153266,Commercial Associate,Employed,Academic Degree,Good,1
Male,44,136361,Working,Employed,Academic Degree,Good,1
Female,46,111176,Pensioner,Unemployed,Lower Secondary,Good,1
Female,64,44777,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,55,172255,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,37,173517,Pensioner,Employed,Lower Secondary,Good,1
Male,44,102201,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,58,162270,Working,Employed,Incomplete Higher,Bad,1
Female,71,167483,Pensioner,Employed,Lower Secondary,Bad,1
Female,37,30867,Pensioner,Unemployed,Lower Secondary,Bad,0
Male,61,77501,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Male,36,160338,Commercial Associate,Employed,Higher Education,Good,1
Male,37,54422,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,52,136544,State Servant,Unemployed,Higher Education,Bad,0
Female,64,177285,Working,Employed,Lower Secondary,Good,1
Male,19,153439,Working,Unemployed,Higher Education,Bad,0
Female,47,50362,State Servant,Employed,Incomplete Higher,Good,1
Male,70,66588,Commercial Associate,Unemployed,Academic Degree,Good,0
Male,51,141683,State Servant,Unemployed,Higher Education,Good,1
Female,39,51307,Working,Employed,Academic Degree,Good,1
Female,20,95280,State Servant,Employed,Incomplete Higher,Good,1
Female,23,165939,Commercial Associate,Employed,Academic Degree,Good,1
Female,32,71523,Working,Employed,Incomplete Higher,Good,1
Male,44,152450,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,27,122669,State Servant,Employed,Academic Degree,Good,1
Male,26,173998,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,50,118215,State Servant,Employed,Higher Education,Good,1
Male,49,113707,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,65,159252,State Servant,Employed,Lower Secondary,Bad,0
Male,23,107837,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Male,58,133070,Commercial Associate,Unemployed,Higher Education,Bad,0
Male,53,170086,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,19,94872,Commercial Associate,Employed,Higher Education,Good,1
Female,46,102736,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,21,20470,Working,Employed,Academic Degree,Bad,0
Female,18,161025,Working,Employed,Lower Secondary,Bad,1
Male,36,107969,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,43,106493,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,42,21523,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Female,27,46169,State Servant,Employed,Secondary / Secondary Special,Bad,0
Male,70,60641,Pensioner,Employed,Academic Degree,Good,1
Male,32,169062,Commercial Associate,Unemployed,Higher Education,Good,1
Female,39,44661,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,68,159491,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,65,29457,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,38,82600,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,73,118619,Pensioner,Employed,Incomplete Higher,Good,1
Male,39,91102,Working,Unemployed,Academic Degree,Good,1
Male,53,48085,Commercial Associate,Unemployed,Higher Education,Good,1
Female,51,112064,Pensioner,Employed,Lower Secondary,Good,1
Female,47,152202,State Servant,Employed,Incomplete Higher,Good,1
Male,42,120723,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,62,148114,State Servant,Unemployed,Higher Education,Good,1
Male,45,85134,Commercial Associate,Unemployed,Lower Secondary,Good,0
Male,18,57982,Working,Employed,Higher Education,Good,1
Female,66,80185,Pensioner,Unemployed,Higher Education,Good,1
Male,62,48477,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,21,129161,Pensioner,Employed,Lower Secondary,Bad,0
Male,24,67709,Working,Employed,Higher Education,Good,1
Male,66,174788,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,26,93137,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,53,51018,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,36,154133,Pensioner,Employed,Academic Degree,Good,1
Female,18,154681,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,27,50371,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,53,98021,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,26,166877,Commercial Associate,Employed,Higher Education,Good,1
Male,62,22857,Working,Unemployed,Lower Secondary,Good,1
Female,63,157692,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,59,23177,Working,Employed,Secondary / Secondary Special,Good,1
Male,49,176183,State Servant,Unemployed,Academic Degree,Good,1
Male,49,103578,Working,Employed,Academic Degree,Bad,0
Female,23,104941,State Servant,Employed,Incomplete Higher,Bad,0
Female,65,26826,Working,Unemployed,Incomplete Higher,Good,0
Male,55,159962,Working,Employed,Academic Degree,Good,1
Female,34,97428,Pensioner,Employed,Lower Secondary,Good,1
Male,27,141044,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,67,90020,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,44,20495,Pensioner,Unemployed,Academic Degree,Good,1
Male,71,43481,Working,Unemployed,Incomplete Higher,Good,1
Female,67,157339,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,52,132897,Working,Employed,Academic Degree,Good,1
Male,69,152815,State Servant,Unemployed,Incomplete Higher,Good,1
Female,38,118475,Working,Employed,Lower Secondary,Good,1
Male,42,72042,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,45,64476,State Servant,Employed,Incomplete Higher,Good,1
Female,64,43552,Commercial Associate,Employed,Lower Secondary,Good,1
Female,32,175020,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Male,21,84093,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,46,84123,Pensioner,Employed,Lower Secondary,Good,1
Female,26,31535,Commercial Associate,Unemployed,Higher Education,Bad,0
Male,44,81490,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Female,43,61562,Working,Unemployed,Academic Degree,Bad,0
Female,36,134042,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,73,104080,State Servant,Employed,Academic Degree,Good,1
Female,45,56269,Commercial Associate,Employed,Academic Degree,Good,1
Female,34,95674,Working,Employed,Secondary / Secondary Special,Good,1
Male,60,57462,State Servant,Employed,Incomplete Higher,Good,1
Female,74,149199,State Servant,Employed,Lower Secondary,Bad,0
Female,58,38147,Working,Employed,Higher Education,Good,1
Male,59,92095,State Servant,Unemployed,Higher Education,Good,0
Male,67,105925,Working,Employed,Higher Education,Bad,0
Male,37,81381,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,62,114468,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,57,78749,Working,Unemployed,Incomplete Higher,Good,1
Female,56,28731,Working,Unemployed,Higher Education,Bad,0
Female,66,139647,State Servant,Unemployed,Incomplete Higher,Good,1
Male,70,66024,State Servant,Unemployed,Higher Education,Good,1
Male,40,131712,Working,Employed,Secondary / Secondary Special,Bad,0
Female,64,116121,Pensioner,Employed,Lower Secondary,Good,1
Male,49,18832,Working,Employed,Lower Secondary,Good,1
Female,69,47332,State Servant,Unemployed,Lower Secondary,Good,1
Male,64,27467,State Servant,Employed,Lower Secondary,Good,1
Male,50,56025,State Servant,Employed,Academic Degree,Good,1
Male,74,159179,Working,Employed,Higher Education,Bad,0
Female,63,92994,State Servant,Unemployed,Lower Secondary,Good,0
Male,22,109202,Pensioner,Unemployed,Academic Degree,Good,1
Female,60,58481,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,65,148653,Pensioner,Employed,Academic Degree,Good,1
Female,51,90118,Working,Employed,Incomplete Higher,Good,1
Female,57,139010,State Servant,Employed,Incomplete Higher,Bad,0
Male,28,138714,Working,Employed,Academic Degree,Good,1
Female,67,154490,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,20,175185,Working,Employed,Higher Education,Good,1
Male,50,99363,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Female,28,138607,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,33,78044,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Female,35,26814,State Servant,Employed,Lower Secondary,Good,1
Male,47,114340,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,65,25024,State Servant,Unemployed,Secondary / Secondary Special,Good,1
